id,sid,name,lastupdate,totalshare,top10total,floatshare,top10float,list,weight,firstlevel,secondlevel,note,ext1,ext2,location,valid
2525,sh601717,郑煤机,"2015-02-19 00:00:00",226183,38,226183,38,"750,1500,3000",1.5,机械设备,专用设备,NULL,NULL,NULL,河南省,1
2526,sh601718,际华集团,"2015-02-19 00:00:00",385686,70,385686,70,"750,1500,3000",1.5,纺织服装,服装家纺,NULL,NULL,NULL,北京市,1
2529,sh601777,力帆股份,"2015-02-19 00:00:00",100821,74,95128,67,"750,1500,3000",1.5,交运设备,汽车整车,NULL,NULL,NULL,重庆市,1
2530,sh601788,光大证券,"2015-02-19 00:00:00",341820,73,341820,73,"750,1500,3000",1.5,金融服务,证券,NULL,NULL,NULL,上海市,1
2536,sh601808,中海油服,"2015-02-19 00:00:00",477077,91,477077,91,"750,1500,3000",1.5,采掘,采掘服务,NULL,NULL,NULL,天津市,1
2540,sh601872,招商轮船,"2015-02-19 00:00:00",472223,66,377633,73,"750,1500,3000",1.5,交通运输,港口航运,NULL,NULL,NULL,上海市,1
2541,sh601877,正泰电器,"2015-02-19 00:00:00",100832,80,100832,80,"750,1500,3000",1.5,机械设备,电气设备,NULL,NULL,NULL,浙江省,1
2542,sh601880,大连港,"2015-02-19 00:00:00",442775,80,442608,80,"750,1500,3000",1.5,交通运输,港口航运,NULL,NULL,NULL,辽宁省,1
2543,sh601886,江河创建,"2015-02-19 00:00:00",115415,70,112003,71,"750,1500,3000",1.5,建筑材料,建筑装饰,NULL,NULL,NULL,北京市,1
2550,sh601918,国投新集,"2015-02-19 00:00:00",258981,65,258981,65,"750,1500,3000",1.5,采掘,煤炭开采,NULL,NULL,NULL,安徽省,1
2552,sh601928,凤凰传媒,"2015-02-19 00:00:00",254485,11,65885,77,"750,1500,3000",1.5,信息服务,传媒,NULL,NULL,NULL,江苏省,1
2553,sh601929,吉视传媒,"2015-02-19 00:00:00",146778,38,86624,61,"750,1500,3000",1.5,信息服务,通信服务,NULL,NULL,NULL,吉林省,1
2554,sh601933,永辉超市,"2015-02-19 00:00:00",325349,59,307218,61,"750,1500,3000",1.5,商业贸易,零售,NULL,NULL,NULL,福建省,1
2556,sh601958,金钼股份,"2015-02-19 00:00:00",322715,80,322715,80,"750,1500,3000",1.5,有色金属,有色冶炼加工,NULL,NULL,NULL,陕西省,1
2579,sh603077,和邦股份,"2015-02-19 00:00:00",101103,18,30007,75,"750,1500,3000",1.5,化工,基础化学,NULL,NULL,NULL,四川省,1
2593,sh603288,海天味业,"2015-02-19 00:00:00",149720,17,14970,79,"750,1500,3000",1.5,食品饮料,食品加工制造,NULL,NULL,NULL,广东省,1
